fold,tmin,true_label,left-hand,right-hand
1,3.5,right-hand,0.001,0.999
1,3.5,right-hand,0.0063,0.9937
1,3.5,right-hand,0.0458,0.9542
1,3.5,right-hand,0.086,0.914
1,3.5,right-hand,0.9475,0.0525
1,3.5,right-hand,0.1314,0.8686
1,3.5,left-hand,0.9656,0.0344
1,3.5,left-hand,0.785,0.215
1,3.5,left-hand,0.8655,0.1345
1,3.5,left-hand,0.9882,0.0118
1,3.5,left-hand,0.9859,0.0141
1,3.5,right-hand,0.1479,0.8521
1,3.5,left-hand,0.879,0.121
1,3.5,right-hand,0.0411,0.9589
1,3.5,right-hand,0.0005,0.9995
1,3.5,right-hand,0.0273,0.9727
1,3.5,right-hand,0.1589,0.8411
1,3.5,right-hand,0.0547,0.9453
1,3.5,left-hand,0.9786,0.0214
1,3.5,left-hand,0.9801,0.0199
1,3.5,left-hand,0.9921,0.0079
1,3.5,left-hand,0.9967,0.0033
1,3.5,left-hand,0.8469,0.1531
1,3.5,left-hand,0.9224,0.0776
2,3.5,right-hand,0.6348,0.3652
2,3.5,right-hand,0.0533,0.9467
2,3.5,right-hand,0.0357,0.9643
2,3.5,left-hand,0.8442,0.1558
2,3.5,left-hand,0.9963,0.0037
2,3.5,left-hand,0.9996,0.0004
2,3.5,right-hand,0.0026,0.9974
2,3.5,right-hand,0.2315,0.7685
2,3.5,left-hand,0.6096,0.3904
2,3.5,right-hand,0.0456,0.9544
2,3.5,left-hand,0.3987,0.6013
2,3.5,left-hand,0.7503,0.2497
2,3.5,left-hand,0.6939,0.3061
2,3.5,left-hand,0.2922,0.7078
2,3.5,left-hand,0.4663,0.5337
2,3.5,right-hand,0.144,0.856
2,3.5,right-hand,0.2932,0.7068
2,3.5,right-hand,0.0124,0.9876
2,3.5,right-hand,0.1824,0.8176
2,3.5,right-hand,0.6345,0.3655
2,3.5,right-hand,0.3715,0.6285
2,3.5,left-hand,0.9907,0.0093
2,3.5,left-hand,0.9939,0.0061
2,3.5,left-hand,0.9809,0.0191
3,3.5,right-hand,0.8524,0.1476
3,3.5,right-hand,0.5492,0.4508
3,3.5,left-hand,0.587,0.413
3,3.5,left-hand,0.7012,0.2988
3,3.5,left-hand,0.7182,0.2818
3,3.5,right-hand,0.9943,0.0057
3,3.5,right-hand,0.0161,0.9839
3,3.5,right-hand,0.3088,0.6912
3,3.5,right-hand,0.0076,0.9924
3,3.5,left-hand,0.6546,0.3454
3,3.5,left-hand,0.3931,0.6069
3,3.5,left-hand,0.3899,0.6101
3,3.5,right-hand,0.2643,0.7357
3,3.5,right-hand,0.0086,0.9914
3,3.5,right-hand,0.0348,0.9652
3,3.5,right-hand,0.3927,0.6073
3,3.5,left-hand,0.647,0.353
3,3.5,right-hand,0.0008,0.9992
3,3.5,right-hand,0.5512,0.4488
3,3.5,left-hand,0.8932,0.1068
3,3.5,left-hand,0.9955,0.0045
3,3.5,left-hand,0.9985,0.0015
3,3.5,left-hand,0.9966,0.0034
3,3.5,left-hand,0.9934,0.0066
4,3.5,right-hand,0.0016,0.9984
4,3.5,right-hand,0.1165,0.8835
4,3.5,right-hand,0.014,0.986
4,3.5,right-hand,0.448,0.552
4,3.5,left-hand,0.3325,0.6675
4,3.5,left-hand,0.9751,0.0249
4,3.5,left-hand,0.995,0.005
4,3.5,right-hand,0.1678,0.8322
4,3.5,left-hand,0.1909,0.8091
4,3.5,left-hand,0.7616,0.2384
4,3.5,left-hand,0.3767,0.6233
4,3.5,left-hand,0.3544,0.6456
4,3.5,right-hand,0.005,0.995
4,3.5,right-hand,0.1475,0.8525
4,3.5,left-hand,0.0705,0.9295
4,3.5,right-hand,0.0041,0.9959
4,3.5,right-hand,0.1593,0.8407
4,3.5,right-hand,0.0049,0.9951
4,3.5,right-hand,0.0021,0.9979
4,3.5,right-hand,0.0052,0.9948
4,3.5,left-hand,0.9804,0.0196
4,3.5,left-hand,0.9892,0.0108
4,3.5,left-hand,0.2706,0.7294
4,3.5,left-hand,0.9905,0.0095
5,3.5,right-hand,0.3508,0.6492
5,3.5,right-hand,0.0902,0.9098
5,3.5,right-hand,0.261,0.739
5,3.5,right-hand,0.0587,0.9413
5,3.5,right-hand,0.0276,0.9724
5,3.5,left-hand,0.9727,0.0273
5,3.5,left-hand,0.7686,0.2314
5,3.5,left-hand,0.9695,0.0305
5,3.5,left-hand,0.9569,0.0431
5,3.5,left-hand,0.8448,0.1552
5,3.5,left-hand,0.6961,0.3039
5,3.5,right-hand,0.0581,0.9419
5,3.5,right-hand,0.0228,0.9772
5,3.5,left-hand,0.8146,0.1854
5,3.5,right-hand,0.6346,0.3654
5,3.5,right-hand,0.0134,0.9866
5,3.5,left-hand,0.504,0.496
5,3.5,left-hand,0.6027,0.3973
5,3.5,left-hand,0.8004,0.1996
5,3.5,right-hand,0.0355,0.9645
5,3.5,right-hand,0.176,0.824
5,3.5,right-hand,0.6554,0.3446
5,3.5,left-hand,0.9377,0.0623
5,3.5,left-hand,0.9668,0.0332
