fold,tmin,true_label,left-hand,right-hand
1,3.5,right-hand,0.6091,0.3909
1,3.5,left-hand,0.3907,0.6093
1,3.5,right-hand,0.4962,0.5038
1,3.5,right-hand,0.7748,0.2252
1,3.5,right-hand,0.4057,0.5943
1,3.5,left-hand,0.6018,0.3982
1,3.5,left-hand,0.7894,0.2106
1,3.5,left-hand,0.6523,0.3477
1,3.5,left-hand,0.5291,0.4709
1,3.5,right-hand,0.2286,0.7714
1,3.5,left-hand,0.3642,0.6358
1,3.5,right-hand,0.628,0.372
1,3.5,left-hand,0.5962,0.4038
1,3.5,left-hand,0.7423,0.2577
1,3.5,right-hand,0.3268,0.6732
1,3.5,right-hand,0.3577,0.6423
1,3.5,right-hand,0.2448,0.7552
1,3.5,left-hand,0.4152,0.5848
1,3.5,right-hand,0.8112,0.1888
1,3.5,right-hand,0.6925,0.3075
1,3.5,left-hand,0.6712,0.3288
1,3.5,right-hand,0.462,0.538
1,3.5,right-hand,0.2823,0.7177
1,3.5,left-hand,0.4897,0.5103
1,3.5,left-hand,0.4008,0.5992
1,3.5,left-hand,0.8291,0.1709
1,3.5,right-hand,0.105,0.895
1,3.5,right-hand,0.5741,0.4259
1,3.5,right-hand,0.4012,0.5988
1,3.5,left-hand,0.523,0.477
1,3.5,left-hand,0.1637,0.8363
1,3.5,left-hand,0.4599,0.5401
1,3.5,left-hand,0.3983,0.6017
1,3.5,left-hand,0.2245,0.7755
1,3.5,right-hand,0.1928,0.8072
1,3.5,right-hand,0.1634,0.8366
1,3.5,right-hand,0.1733,0.8267
1,3.5,left-hand,0.1424,0.8576
1,3.5,right-hand,0.2112,0.7888
1,3.5,left-hand,0.7273,0.2727
1,3.5,left-hand,0.5219,0.4781
1,3.5,left-hand,0.2836,0.7164
1,3.5,right-hand,0.2542,0.7458
1,3.5,right-hand,0.1855,0.8145
1,3.5,left-hand,0.8449,0.1551
1,3.5,left-hand,0.4735,0.5265
1,3.5,right-hand,0.2211,0.7789
1,3.5,right-hand,0.2024,0.7976
1,3.5,right-hand,0.1875,0.8125
1,3.5,right-hand,0.3155,0.6845
1,3.5,left-hand,0.9263,0.0737
1,3.5,right-hand,0.1223,0.8777
1,3.5,left-hand,0.8904,0.1096
1,3.5,left-hand,0.9189,0.0811
1,3.5,right-hand,0.6694,0.3306
1,3.5,left-hand,0.7969,0.2031
1,3.5,left-hand,0.8609,0.1391
1,3.5,right-hand,0.1511,0.8489
1,3.5,left-hand,0.9789,0.0211
1,3.5,left-hand,0.4057,0.5943
1,3.5,right-hand,0.1981,0.8019
1,3.5,left-hand,0.7671,0.2329
1,3.5,right-hand,0.278,0.722
1,3.5,right-hand,0.421,0.579
1,3.5,right-hand,0.293,0.707
1,3.5,left-hand,0.9001,0.0999
1,3.5,right-hand,0.324,0.676
1,3.5,left-hand,0.9095,0.0905
1,3.5,left-hand,0.8413,0.1587
1,3.5,left-hand,0.6236,0.3764
1,3.5,left-hand,0.7222,0.2778
1,3.5,right-hand,0.5498,0.4502
1,3.5,left-hand,0.6253,0.3747
1,3.5,right-hand,0.1924,0.8076
1,3.5,left-hand,0.9068,0.0932
1,3.5,left-hand,0.9423,0.0577
1,3.5,left-hand,0.9183,0.0817
1,3.5,left-hand,0.9335,0.0665
1,3.5,right-hand,0.251,0.749
1,3.5,left-hand,0.7142,0.2858
1,3.5,left-hand,0.3039,0.6961
1,3.5,right-hand,0.3967,0.6033
1,3.5,right-hand,0.7089,0.2911
1,3.5,right-hand,0.0559,0.9441
1,3.5,left-hand,0.6792,0.3208
1,3.5,right-hand,0.0847,0.9153
1,3.5,right-hand,0.6304,0.3696
1,3.5,right-hand,0.3853,0.6147
1,3.5,right-hand,0.5494,0.4506
1,3.5,left-hand,0.8576,0.1424
1,3.5,left-hand,0.5632,0.4368
1,3.5,right-hand,0.404,0.596
1,3.5,left-hand,0.9397,0.0603
1,3.5,left-hand,0.9121,0.0879
1,3.5,left-hand,0.9301,0.0699
1,3.5,right-hand,0.7272,0.2728
1,3.5,left-hand,0.9438,0.0562
1,3.5,left-hand,0.793,0.207
1,3.5,left-hand,0.8965,0.1035
1,3.5,right-hand,0.5248,0.4752
1,3.5,left-hand,0.8755,0.1245
1,3.5,right-hand,0.1718,0.8282
1,3.5,right-hand,0.0767,0.9233
1,3.5,left-hand,0.6087,0.3913
1,3.5,left-hand,0.8985,0.1015
1,3.5,right-hand,0.9646,0.0354
1,3.5,right-hand,0.5008,0.4992
1,3.5,right-hand,0.5001,0.4999
1,3.5,left-hand,0.6915,0.3085
1,3.5,right-hand,0.2948,0.7052
1,3.5,left-hand,0.6303,0.3697
1,3.5,right-hand,0.6119,0.3881
1,3.5,left-hand,0.9156,0.0844
1,3.5,right-hand,0.6284,0.3716
1,3.5,right-hand,0.65,0.35
1,3.5,right-hand,0.5424,0.4576
1,3.5,right-hand,0.5975,0.4025
1,3.5,left-hand,0.8785,0.1215
1,3.5,left-hand,0.5444,0.4556
1,3.5,right-hand,0.196,0.804
1,3.5,left-hand,0.9837,0.0163
1,3.5,right-hand,0.0717,0.9283
1,3.5,right-hand,0.2364,0.7636
1,3.5,right-hand,0.674,0.326
1,3.5,right-hand,0.1286,0.8714
1,3.5,right-hand,0.1623,0.8377
1,3.5,right-hand,0.1857,0.8143
1,3.5,left-hand,0.9446,0.0554
1,3.5,right-hand,0.1608,0.8392
1,3.5,right-hand,0.3706,0.6294
1,3.5,left-hand,0.8044,0.1956
1,3.5,left-hand,0.5077,0.4923
1,3.5,left-hand,0.5227,0.4773
1,3.5,right-hand,0.1245,0.8755
1,3.5,right-hand,0.1491,0.8509
1,3.5,left-hand,0.959,0.041
1,3.5,right-hand,0.0419,0.9581
1,3.5,left-hand,0.7877,0.2123
1,3.5,left-hand,0.6288,0.3712
1,3.5,left-hand,0.8445,0.1555
1,3.5,right-hand,0.3448,0.6552
1,3.5,right-hand,0.5158,0.4842
1,3.5,left-hand,0.917,0.083
1,3.5,left-hand,0.9617,0.0383
2,3.5,left-hand,0.3064,0.6936
2,3.5,left-hand,0.6369,0.3631
2,3.5,right-hand,0.3522,0.6478
2,3.5,left-hand,0.2823,0.7177
2,3.5,right-hand,0.2709,0.7291
2,3.5,right-hand,0.2405,0.7595
2,3.5,right-hand,0.3167,0.6833
2,3.5,right-hand,0.115,0.885
2,3.5,left-hand,0.3736,0.6264
2,3.5,right-hand,0.4232,0.5768
2,3.5,left-hand,0.3123,0.6877
2,3.5,left-hand,0.3406,0.6594
2,3.5,left-hand,0.3331,0.6669
2,3.5,right-hand,0.1945,0.8055
2,3.5,left-hand,0.5644,0.4356
2,3.5,right-hand,0.526,0.474
2,3.5,right-hand,0.2993,0.7007
2,3.5,left-hand,0.1748,0.8252
2,3.5,right-hand,0.1797,0.8203
2,3.5,left-hand,0.6973,0.3027
2,3.5,right-hand,0.5915,0.4085
2,3.5,left-hand,0.4246,0.5754
2,3.5,right-hand,0.0946,0.9054
2,3.5,left-hand,0.0861,0.9139
2,3.5,right-hand,0.2164,0.7836
2,3.5,right-hand,0.2022,0.7978
2,3.5,left-hand,0.3671,0.6329
2,3.5,right-hand,0.1877,0.8123
2,3.5,right-hand,0.0934,0.9066
2,3.5,right-hand,0.627,0.373
2,3.5,right-hand,0.4314,0.5686
2,3.5,left-hand,0.2466,0.7534
2,3.5,left-hand,0.3309,0.6691
2,3.5,right-hand,0.3052,0.6948
2,3.5,left-hand,0.2413,0.7587
2,3.5,right-hand,0.2654,0.7346
2,3.5,left-hand,0.6747,0.3253
2,3.5,left-hand,0.1018,0.8982
2,3.5,right-hand,0.0721,0.9279
2,3.5,left-hand,0.1502,0.8498
2,3.5,right-hand,0.0827,0.9173
2,3.5,right-hand,0.1041,0.8959
2,3.5,right-hand,0.2926,0.7074
2,3.5,left-hand,0.7102,0.2898
2,3.5,left-hand,0.2364,0.7636
2,3.5,right-hand,0.156,0.844
2,3.5,left-hand,0.5101,0.4899
2,3.5,right-hand,0.3185,0.6815
2,3.5,right-hand,0.0288,0.9712
2,3.5,left-hand,0.7255,0.2745
2,3.5,right-hand,0.5965,0.4035
2,3.5,right-hand,0.5091,0.4909
2,3.5,left-hand,0.7929,0.2071
2,3.5,right-hand,0.2851,0.7149
2,3.5,right-hand,0.4649,0.5351
2,3.5,left-hand,0.674,0.326
2,3.5,right-hand,0.4183,0.5817
2,3.5,right-hand,0.3355,0.6645
2,3.5,right-hand,0.3062,0.6938
2,3.5,right-hand,0.2352,0.7648
2,3.5,left-hand,0.8154,0.1846
2,3.5,left-hand,0.8453,0.1547
2,3.5,right-hand,0.4058,0.5942
2,3.5,left-hand,0.9634,0.0366
2,3.5,right-hand,0.5959,0.4041
2,3.5,right-hand,0.6961,0.3039
2,3.5,left-hand,0.7394,0.2606
2,3.5,left-hand,0.7746,0.2254
2,3.5,left-hand,0.6511,0.3489
2,3.5,right-hand,0.4376,0.5624
2,3.5,left-hand,0.5001,0.4999
2,3.5,right-hand,0.1812,0.8188
2,3.5,right-hand,0.5199,0.4801
2,3.5,left-hand,0.9051,0.0949
2,3.5,right-hand,0.2772,0.7228
2,3.5,left-hand,0.7112,0.2888
2,3.5,right-hand,0.2982,0.7018
2,3.5,right-hand,0.4217,0.5783
2,3.5,right-hand,0.485,0.515
2,3.5,left-hand,0.597,0.403
2,3.5,left-hand,0.7132,0.2868
2,3.5,right-hand,0.5291,0.4709
2,3.5,left-hand,0.7349,0.2651
2,3.5,right-hand,0.561,0.439
2,3.5,right-hand,0.1928,0.8072
2,3.5,left-hand,0.6795,0.3205
2,3.5,left-hand,0.7723,0.2277
2,3.5,left-hand,0.7367,0.2633
2,3.5,right-hand,0.1744,0.8256
2,3.5,left-hand,0.7937,0.2063
2,3.5,left-hand,0.6722,0.3278
2,3.5,left-hand,0.3449,0.6551
2,3.5,left-hand,0.7915,0.2085
2,3.5,right-hand,0.566,0.434
2,3.5,left-hand,0.8348,0.1652
2,3.5,right-hand,0.6749,0.3251
2,3.5,left-hand,0.7691,0.2309
2,3.5,left-hand,0.404,0.596
2,3.5,right-hand,0.6099,0.3901
2,3.5,right-hand,0.3354,0.6646
2,3.5,right-hand,0.0439,0.9561
2,3.5,right-hand,0.1551,0.8449
2,3.5,right-hand,0.5316,0.4684
2,3.5,left-hand,0.3028,0.6972
2,3.5,left-hand,0.4065,0.5935
2,3.5,right-hand,0.1259,0.8741
2,3.5,right-hand,0.409,0.591
2,3.5,left-hand,0.9045,0.0955
2,3.5,right-hand,0.7826,0.2174
